Package Tracking Number,Transaction Date,Recipient Name,Recipient Company,Recipient Address,Recipient Country,Class,Total Cost,Package Weight,User Email,Service Cost,Weight (lbs),Appearances
{9455109105156611211502},2025-01-28 0:00:00,ILL Dept,Webster Groves Public Library,301 E Lockwood Ave Webster Groves MO 63119-3195,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156115569185},2025-01-28 0:00:00,Link Library - ILL,Concordia University,"800 N Columbia Ave, Rm A Seward NE 68434-1595",US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156115881904},2025-01-29 0:00:00,Interlibrary Loan,Tinley Park Public Library,7851 Timber Dr Tinley Park IL 60477-3398,US,Library Mail,5.82,3 lbs ,,,3,4
{9455109105156115880600},2025-01-29 0:00:00,Interlibrary Loan,Wilmette Public Library,1242 Wilmette Ave Wilmette IL 60091-2558,US,Library Mail,4.4,1 lbs ,,,1,4
{9455140105156000010467},2025-01-31 0:00:00,Interlibrary Loan,Worthington Public Library,820 High St Worthington OH 43085-3182,US,Library Mail,4.4,1 lbs ,,,1,4
{9455140105156000010719},2025-01-31 0:00:00,Interlibrary Loan,Memorial Hall Library,2 N Main St Andover MA 01810-3549,US,Library Mail,4.4,1 lbs ,,,1,4
{9455140105156000009744},2025-01-31 0:00:00,Interlibrary Loan,Hennepin County Library,300 Nicollet Mall Minneapolis MN 55401-1925,US,Library Mail,5.11,2 lbs ,,,2,4
{9455140105156000019019},2025-02-03 0:00:00,Wardman Library - ILL,Whittier College,7031 Founders Hill Rd Whittier CA 90602-6674,US,Library Mail,5.11,2 lbs ,,,2,4
{9455140105156000018791},2025-02-03 0:00:00,Interlibrary Loan,Oak Park Public Library,834 Lake St Oak Park IL 60301-1398,US,Library Mail,5.82,3 lbs ,,,3,4
{9455140105156000034890},2025-02-04 0:00:00,Interlibrary Loan,Roosevelt County Library,220 2nd Ave S Wolf Point MT 59201-1599,US,Library Mail,5.11,2 lbs ,,,2,4
{9455140105156000068222},2025-02-07 0:00:00,Interlibrary Loan,Petroleum County Community Library,PO Box 188 Winnett MT 59087-0188,US,Library Mail,5.11,2 lbs ,,,2,4
{9455140105156000081252},2025-02-10 0:00:00,Interlibrary Loan,Knox County Public Library,500 W Church Ave Knoxville TN 37902-2505,US,Library Mail,4.4,1 lbs ,,,1,4
{9455140105156000079815},2025-02-10 0:00:00,Interlibrary Loan,Elkhart Public Library,300 S 2nd St Elkhart IN 46516-3109,US,Library Mail,5.82,3 lbs ,,,3,4
{9455140105156000091077},2025-02-11 0:00:00,Library Circulation - ILL,Bellevue College,3000 Landerholm Cir SE Bellevue WA 98007-6484,US,Library Mail,4.4,1 lbs ,,,1,4
{9455140105156000105910},2025-02-12 0:00:00,Gould Library - Interlibrary Loan,Carleton College,1 N College St Northfield MN 55057-4044,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156612203704},2025-02-14 0:00:00,Fitzgerald Library - ILL,St Mary's University of Minnesota,"700 Terrace Hts, # 26 Winona MN 55987-1399",US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156612213055},2025-02-14 0:00:00,ILL Dept,Oro Valley Library,1305 W Naranja Dr Oro Valley AZ 85737-9762,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156116619100},2025-02-18 0:00:00,Interlibrary Loan,Eagle Public Library,PO Box 240 Eagle CO 81631-0240,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156116871249},2025-02-19 0:00:00,Corette Library - ILL,Carroll College,1601 N Benton Ave Helena MT 59625-2826,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156116871140},2025-02-19 0:00:00,CSN Library Services ILL Dept,College of Southern Nevada,"6375 W Chars Blvd, # WCI-116 Las Vegas NV 89146-1139",US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156117231905},2025-02-20 0:00:00,ILL Dept,Waterloo Public Library,415 Commercial St Waterloo IA 50701-1385,US,Library Mail,4.4,1 lbs ,illdept@kcls.org,4.4,1,4
{9455109105156612934844},2025-02-20 0:00:00,Interlibrary Loan,Nephi Public Library,21 E 100 N Nephi UT 84648-1509,US,Library Mail,4.4,1 lbs ,illdept@kcls.org,4.4,1,4
{9455109105156117231912},2025-02-20 0:00:00,Interlibrary Loan,Cary Memorial Library,1874 Mass Ave Lexington MA 02420-5385,US,Library Mail,4.4,1 lbs ,illdept@kcls.org,4.4,1,4
{9455109105156117228950},2025-02-20 0:00:00,Miller Library - ILL,Western New Mexico University,PO Box 680 Silver City NM 88062-0680,US,Library Mail,4.4,1 lbs ,illdept@kcls.org,4.4,1,4
{9455109105156117407171},2025-02-21 0:00:00,Interlibrary Loan,Nanini Branch Library,7300 N Shannon Rd Tucson AZ 85741-2137,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156117582311},2025-02-24 0:00:00,Interlibrary Loan,Oklahoma Department of Libraries,200 NE 18th St Oklahoma City OK 73105-3205,US,Library Mail,5.82,3 lbs ,,,3,4
{9455109105156117973218},2025-02-25 0:00:00,Interlibrary Loan,Laurel County Public Library,120 College Park Dr London KY 40741-3136,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156118350100},2025-02-26 0:00:00,Ladd Library - Interlibrary Loan,Bates College,48 Campus Ave Lewiston ME 04240-6018,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156118344765},2025-02-26 0:00:00,ILL Dept,University of New England,11 Hills Beach Rd Biddeford ME 04005-9599,US,Library Mail,5.82,3 lbs ,,,3,4
{9455109105156614077815},2025-02-28 0:00:00,ILL Dept,Princeton Public Library,65 Witherspoon St Princeton NJ 08542-3214,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156614593131},2025-03-04 0:00:00,Skeen Library - Interlibrary Loan,New Mexico Tech,801 Leroy Pl Socorro NM 87801-4680,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156119918712},2025-03-05 0:00:00,Interlibrary Loan,Morgan County Library,PO Box 600 Morgan UT 84050-0600,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156120161190},2025-03-06 0:00:00,Miller Library - ILL,Colby College,5124 Mayflower Hl Waterville ME 04901-8851,US,Library Mail,6.53,4 lbs ,,,4,4
{9455109105156119919535},2025-03-06 0:00:00,PFAU Library - ILL,CA State University - San Bernadino,5500 University Pkwy San Bernardino CA 92407-2393,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156120164481},2025-03-06 0:00:00,ILL Dept,NSU Libraries,711 N Grand Ave Tahlequah OK 74464-2300,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156615226328},2025-03-07 0:00:00,Interlibrary Loan,Tom Green County Library,33 W Beauregard Ave San Angelo TX 76903-5832,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156120578707},2025-03-10 0:00:00,Interlibrary Loan,North Bingham County District Library,197 W Locust St Shelley ID 83274-1309,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156120579087},2025-03-10 0:00:00,Interlibrary Loan Dept,Larsen-Sant Public Library,109 S 1st E Preston ID 83263-1303,US,Library Mail,5.82,3 lbs ,,,3,4
{9455109105156615632730},2025-03-11 0:00:00,ILL Dept,Great Neck Library,159 Bayview Ave Great Neck NY 11023-1940,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156121125993},2025-03-12 0:00:00,Interlibrary Loan Department,Northern Suburban Library District,6340 N 2nd St Loves Park IL 61111-4166,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156121554441},2025-03-13 0:00:00,ILL Department,Illinois Prairie District Public Library,PO Box 770 Metamora IL 61548-0770,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156121551211},2025-03-13 0:00:00,Interlibrary Loan,Sidney Public Library,PO Box 119 Sidney NE 69162-0119,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156121554557},2025-03-13 0:00:00,Library - Interlibrary Loan Dept,Lawrence University,113 S Lawe St Appleton WI 54911-5683,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156121537512},2025-03-13 0:00:00,Interlibrary Loan,Woodridge Public Library,3 Plaza Dr Woodridge IL 60517-2099,US,Library Mail,5.82,3 lbs ,,,3,4
{9455109105156121541229},2025-03-13 0:00:00,JCK Library - Interlibrary Loan,University of Central Missouri,415 E Clark St Warrensburg MO 64093-2403,US,Library Mail,5.82,3 lbs ,,,3,4
{9455109105156121988673},2025-03-17 0:00:00,Interlibrary Loan,Fallon County Library,PO Box 1037 Baker MT 59313-1037,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156121983517},2025-03-17 0:00:00,Rivera Library - ILL Dept,University of California - Riverside,3401 Watkins Dr Riverside CA 92507-4633,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156616791115},2025-03-18 0:00:00,Decker Library - ILL,Maryland Institute College of Art,1401 W Mt Royal Ave Baltimore MD 21217-4245,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156616781628},2025-03-18 0:00:00,Interlibrary Loan,Watertown Free Public Library,123 Main St Watertown MA 02472-4478,US,Library Mail,5.82,3 lbs ,,,3,4
{9455109105156617317383},2025-03-19 0:00:00,Interlibrary Loan,Warren-Trumbull County Public Library,444 Mahoning Ave NW Warren OH 44483-4692,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156122424828},2025-03-19 0:00:00,Interlibrary Loan,Brazosport College Library,500 College Dr Lake Jackson TX 77566-3199,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156618199070},2025-03-25 0:00:00,Carothers Library - Interlibrary Loan,University of Rhode Island,15 Lippitt Rd Kingston RI 02881-2011,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156618576536},2025-03-26 0:00:00,Interlibrary Loan,Council Bluffs Public Library,400 Willow Ave Council Council Bluffs IA 51503-9042,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156124798958},2025-04-01 0:00:00,ILL Dept,Hawkins Area Library,PO Box 17 Hawkins WI 54530-0017,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156124810698},2025-04-01 0:00:00,"Allen Ginsberg Library, ILL",Naropa University,2130 Arapahoe Ave Boulder CO 80302-6602,US,Library Mail,4.4,1 lbs ,,,1,4
{9405509105156126608357},2025-04-04 0:00:00,UAA-APU Consortium Library - ILL,University of Alaska - Anchorage,3211 Providence Dr Anchorage AK 99508-4645,US,Priority Mail,8.75,2 lbs ,,,2,4
{9455109105156127395031},2025-04-08 0:00:00,Interlibrary Loan,Coal City Public Library District,85 N Garfield St Coal City IL 60416-1695,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156127909603},2025-04-09 0:00:00,Ekstrom Library - Interlibrary Loan,University of Louisville,2301 S 3rd St Louisville KY 40292-2001,US,Library Mail,5.82,3 lbs ,,,3,4
{9455109105156619653809},2025-04-09 0:00:00,Interlibrary Loan,Champaign Public Library,200 W Green St Champaign IL 61820-5193,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156128806758},2025-04-11 0:00:00,Interlibrary Loans,William Jessup University Library,2121 University Ave Rocklin CA 95765-3784,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156129615809},2025-04-15 0:00:00,ILL DEPT,Georgetown University,"3700 O St NW, # 571174 Washington DC 20057-1174",US,Library Mail,11.5,11 lbs ,,,11,4
{9455109105156619812756},2025-04-15 0:00:00,Steven Dallas,Pritzker Military Archives Center,10475 12th St Kenosha WI 53144-7606,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156130237632},2025-04-16 0:00:00,ASLRITC Interlibrary Loan,Nova Southeastern University,3100 Ray Ferrero Jr Blvd Davie FL 33314-1013,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156131020646},2025-04-18 0:00:00,Interlibrary Loan,Boonslick Regional Library,219 W 3rd St Sedalia MO 65301-4347,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156131020707},2025-04-18 0:00:00,ILL Dept Centennial Recreation Center,Charlotte County Library System,1120 Centennial Blvd Port Charlotte FL 33953-2906,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156131011668},2025-04-18 0:00:00,Payson Library - ILL Dept,Pepperdine University,24255 Pacific Coast Hwy Malibu CA 90263-3999,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156131018476},2025-04-18 0:00:00,Interlibrary Loan,Manteno Public Library,10 S Walnut St Manteno IL 60950-1433,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156620253708},2025-04-22 0:00:00,ILL Dept,Eckerd College Library,4200 54th Ave S Saint Petersburg FL 33711-4700,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156621338978},2025-04-28 0:00:00,Interlibrary Loan,North Dakota State University,PO Box 6050 Ndsu Libraries Dept 2080 Fargo ND 58108-6050,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156622159893},2025-05-01 0:00:00,William E Durr Branch - ILL Dept,Kenton County Public Library,1992 Walton Nicholson Pike Independence KY 41051-7906,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156623097255},2025-05-07 0:00:00,Olson Library - Interlibrary Loan Dept,Northern Michigan University,1401 Presque Isle Ave Marquette MI 49855-5301,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156623516077},2025-05-09 0:00:00,Interlibrary Loan,Fremont Public Library,1170 N Midlothian Rd Mundelein IL 60060-1237,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156135384249},2025-05-14 0:00:00,Van Pelt Library - ILL,University of Pennsylvania,3420 Walnut St Philadelphia PA 19104-3436,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156135617613},2025-05-15 0:00:00,Bierce Library - Interlibrary Loans,The University of Akron,302 Buchtel Mall Akron OH 44325-1706,US,Library Mail,6.53,4 lbs ,,,4,4
{9455109105156624623422},2025-05-16 0:00:00,Interlibrary Loan Dept,Fort Smith Public Library,3201 Rogers Ave Fort Smith AR 72903-2953,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156624983403},2025-05-19 0:00:00,Randall Library - ILL,UNC Wilmington,601 S College Rd Wilmington NC 28403-3297,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156626210873},2025-05-28 0:00:00,Interlibrary Loan,Santa Clara City Library,2635 Homestead Rd Santa Clara CA 95051-5387,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156626188783},2025-05-28 0:00:00,Interlibrary Loans,Kimberly Public Library,PO Box 369 Kimberly ID 83341-0369,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156137898157},2025-05-29 0:00:00,Library - ILL Dept,Crown College,8700 College View Dr Saint Bonifacius MN 55375-9001,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156626599855},2025-05-30 0:00:00,Interlibrary Loan,Kearney Public Library,2020 1st Ave Kearney NE 68847-5397,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156138878615},2025-06-04 0:00:00,Interlibrary Loan Dept,Newton Free Library,330 Homer St Newton MA 02459-1429,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156139039176},2025-06-05 0:00:00,Interlibrary Loan,Elk Grove Village Public Library,1001 Wellington Ave Elk Grove Village IL 60007-3389,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156141504990},2025-06-20 0:00:00,Interlibrary Loan,Lexington Public Library,140 E Main St Lexington KY 40507-1376,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156141499142},2025-06-20 0:00:00,Emmanuel d'Alzon Library - ILL,Assumption University,500 Salisbury St Worcester MA 01609-1265,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156630194923},2025-06-23 0:00:00,ILL,Goshen County Public Library,2001 E A St Torrington WY 82240-2898,US,Library Mail,4.4,1 lbs ,,,1,4
{9455109105156631368606},2025-06-27 0:00:00,Valerie Wagoner - ILL,Mohave County Library - Lake Havasu City,1770 McCullch Blvd N Lake Havasu City AZ 86403-6559,US,Library Mail,5.11,2 lbs ,,,2,4
{9455109105156632022316},2025-07-02 0:00:00,Joyner Library - ILL Lending,East Carolina University,"1000 E 5th St, Stop 516 Greenville NC 27858-4353",US,Library Mail,5.11,2 lbs ,,,2,4
{9455140105156000167789},2025-07-07 0:00:00,ILL Jason Shanks,Alamogordo Public Library,920 Oregon Ave Alamogordo NM 88310-5851,US,Library Mail,5.11,2 lbs ,,,2,4
{9455140105156000196048},2025-07-09 0:00:00,Dimond Library - ILL,University of New Hampshire,18 Library Way Durham NH 03824-3525,US,Library Mail,4.4,1 lbs ,,,1,4
{9455140105156000302579},2025-07-10 0:00:00,Rolfing Library - ILL,Trinity International University,2065 Half Day Rd Deerfield IL 60015-1241,US,Library Mail,4.4,1 lbs ,,,1,4
{9455140105156000373937},2025-07-18 0:00:00,Interlibrary Loan Services,Rutgers University Libraries,47 Davidson Rd Tech Svc Bldg Piscataway NJ 08854-5603,US,Library Mail,4.96,2 lbs ,,,2,4
{9455140105156000409971},2025-07-23 0:00:00,Olin Library - Interlibrary Loan,Washington University,"1 Brookings Dr, MSC 1061-141-B Saint Louis MO 63130-4899",US,Library Mail,4.96,2 lbs ,,,2,4
{9455140105156000409957},2025-07-23 0:00:00,Interlibrary Loan ,Cleveland Public Library,325 Superior Ave Cleveland OH 44114-1271,US,Library Mail,4.96,2 lbs ,,,2,4
{9455140105156000442480},2025-07-28 0:00:00,Interlibrary Loan,Waldron Island School Library,1 School Rd Waldron WA 98297-9999,US,Library Mail,4.96,2 lbs ,,,2,4
{9455140105156000464727},2025-07-30 0:00:00,Morgan Library - Interlibrary Loan,Colorado State University,200 W Lake St 1019 Campus Delivery Fort Collins CO 80521-4593,US,Library Mail,4.25,1 lbs ,,,1,4
{9455140105156000492607},2025-08-04 0:00:00,Library - Interlibrary Loan Dept,California State University - Stanislaus,1 University Cir Turlock CA 95382-0299,US,Library Mail,4.25,1 lbs ,,,1,4
{9455140105156000509268},2025-08-05 0:00:00,Benjamin F Feinberg Library ILL,Plattsburgh State University,2 Draper Ave Plattsburgh NY 12901-2628,US,Library Mail,4.25,1 lbs ,,,1,4
{9455140105156000521734},2025-08-06 0:00:00,ILL,Grand County Public Library,257 E Center St Moab UT 84532-2463,US,Library Mail,5.67,3 lbs ,,,3,4
{9455140105156000538022},2025-08-07 0:00:00,Interlibrary Loan Dept,Woodbridge Public Library,1 G Frederick Plz Woodbridge NJ 07095-2598,US,Library Mail,4.25,1 lbs ,,,1,4
{9455140105156000562508},2025-08-11 0:00:00,ILL Dept - Alison O'Grady,Williams College library,26 Hopkins Hall Dr Williamstown MA 01267-2553,US,Library Mail,4.96,2 lbs ,,,2,4
{9455140105156000588317},2025-08-13 0:00:00,Library - Interlibrary Loan,University of Dallas,1845 E Northgate Dr Irving TX 75062-9991,US,Library Mail,4.96,2 lbs ,,,2,4
{9455140105156000621311},2025-08-18 0:00:00,Library - Interlibrary Loan,University of North Georgia Dahlonega,82 College Circle Dahlonega GA 30597-0001,US,Library Mail,4.25,1 lbs ,,,1,4
{9455140109628000082851},2025-09-10 0:00:00,Library - Interlibrary Loan,Abilene Christian University,Acu Box 29208 221 Brown Library Abilene TX 79699-9208,US,Library Mail,4.96,2 lbs ,,,2,4
{9455140109628000200491},2025-09-22 0:00:00,ILL,Furman University Library,3300 Poinsett Hwy Greenville SC 29613-1000,US,Library Mail,4.25,1 lbs ,,,1,4
{9455140109628000200170},2025-09-22 0:00:00,Library Interlibrary Loan,Normandale Community College,9700 France Ave S Minneapolis MN 55431-4399,US,Library Mail,4.25,1 lbs ,,,1,4
{9455140109628000259352},2025-09-26 0:00:00,ILL Dept,Ada Community Library,10664 W Victory Rd Boise ID 83709-3962,US,Library Mail,4.96,2 lbs ,,,2,4
{9455140109628000272511},2025-09-29 0:00:00,Kellogg Library - Interlibrary Loan,California State University - San Marcos,333 S Twin Oaks Valley Rd San Marcos CA 92096-0001,US,Library Mail,4.96,2 lbs ,,,2,4
{9455140109628000272740},2025-09-29 0:00:00,Interlibrary Loan Dept,Palatine Public Library District,700 N North Ct Palatine IL 60067-8159,US,Library Mail,4.25,1 lbs ,,,1,4
{9455140109628000456201},2025-10-17 0:00:00,Pollak Library - Interlibrary Loan,California State University - Fullerton,PO Box 4150 Fullerton CA 92834-4150,US,Library Mail,5.67,3 lbs ,,,3,4
{9455140109628000481814},2025-10-21 0:00:00,"ILS, Olin Library",Cornell University,B42 Olin Library Ithaca NY 14853-2900,US,Library Mail,4.25,1 lbs ,,,1,4
{9455140109628000554297},2025-10-28 0:00:00,Interlibrary Loan,Watsonville Public Library,"275 Main St, Ste 100 Watsonville CA 95076-5133",US,Library Mail,4.25,1 lbs ,,,1,4
{9455140109628000656236},2025-11-06 0:00:00,Washington State Library Services,Coyote Ridge Corrections Center Library,PO Box 769 Connell WA 99326-0769,US,Library Mail,4.96,2 lbs ,,,2,4
{9455109105156111449399},2025-01-03 0:00:00,ILL Dept,West Hartford Public Library,20 S Main St West Hartford CT 06107-2406,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156607450366},2025-01-03 0:00:00,Interlibrary Loan,The Hayner Public Library District,401 State St Alton IL 62002-6137,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156111443595},2025-01-03 0:00:00,Interlibrary Loan,Skidmore College Library,815 N Broadway Saratoga Springs NY 12866-1698,US,Library Mail,5.82,3 lbs ,,,3,3
{9455109105156111452788},2025-01-03 0:00:00,Interlibrary Loan Dept,Northbrook Public Library,1201 Cedar Ln Northbrook IL 60062-4513,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156111677495},2025-01-06 0:00:00,Interlibrary Loans,Shoreline Community College Library,16101 Grnwd Ave N Shoreline WA 98133-5696,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156607630430},2025-01-06 0:00:00,Hansen Community Library,,PO Box 150 Hansen ID 83334-0150,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156607630935},2025-01-06 0:00:00,Whitewater Library - ILL,University of Wisconsin,750 W Main St Whitewater WI 53190-1802,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156111688101},2025-01-06 0:00:00,Phillips Memorial Library - ILL,Providence College,1 Cunningham Sq Providence RI 02918-0001,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156111674777},2025-01-06 0:00:00,ILL Dept,Calispel Valley Library,PO Box 227 Cusick WA 99119-0227,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156111687838},2025-01-06 0:00:00,Interlibrary Loan - MC33,University of Texas at Dallas Libraries,800 W Campbell Rd Richardson TX 75080-3021,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156607918842},2025-01-07 0:00:00,Interlibrary Loan,Somerset County Library,PO Box 6700 1 Vogt Dr Bridgewater NJ 08807-0700,US,Library Mail,5.11,2 lbs ,,,2,3
{9455109105156608241697},2025-01-09 0:00:00,Interlibrary Loan,Ephraim Public Library,30 S Main St Ephraim UT 84627-1310,US,Library Mail,5.82,3 lbs ,,,3,3
{9455109105156112436039},2025-01-09 0:00:00,Document Delivery,Texas Tech University Libraries,2802 18th St Lubbock TX 79409-9819,US,Library Mail,10.08,9 lbs ,,,9,3
{9455109105156112461833},2025-01-09 0:00:00,Interlibrary Loan,Southwest Regional Library,3605 Shannon Rd Durham NC 27707-3531,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156112746176},2025-01-10 0:00:00,Welch Medical Library - ILL,Johns Hopkins University,1900 E Monument St Baltimore MD 21205-2113,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156112729810},2025-01-10 0:00:00,Interlibrary Loan,Hailey Public Library,7 W Croy St Hailey ID 83333-9700,US,Library Mail,5.11,2 lbs ,,,2,3
{9405509105156112739232},2025-01-10 0:00:00,ILL Smith Library,Brigham Young University Hawaii,"55-220 Kulanui St, Bldg 29 # 1966 Laie HI 96762-1293",US,Priority Mail,11.29,1 lbs ,,,1,3
{9455109105156112735927},2025-01-10 0:00:00,ILL Dept,Denison University Libraries,100 W College St Granville OH 43023-1100,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156608472244},2025-01-10 0:00:00,Interlibrary Loan,Colusa County Free Library,738 Market St Colusa CA 95932-2398,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156608714207},2025-01-13 0:00:00,Library - Interlibrary Loan,Stonehill College,320 Washington St North Easton MA 02357-0001,US,Library Mail,5.82,3 lbs ,,,3,3
{9455109105156608736094},2025-01-13 0:00:00,Interlibrary Loan,Danville Public Library,319 N Vermilion St Danville IL 61832-4785,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156609170774},2025-01-15 0:00:00,Interlibrary Loan Dept,Woods Memorial Library,19 Pleasant St Barre MA 01005-9335,US,Library Mail,5.11,2 lbs ,,,2,3
{9455109105156609170859},2025-01-15 0:00:00,Sherrod Library - ILL,East Tennessee State University,PO Box 70665 Johnson City TN 37614-1701,US,Library Mail,5.11,2 lbs ,,,2,3
{9455109105156609175243},2025-01-15 0:00:00,Interlibrary Loan Dept,Paseo Verde Library,280 S Green Vly Pkwy Henderson NV 89012-2301,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156113647984},2025-01-16 0:00:00,Geisel Library - Interlibrary Loans,"University of California, San Diego","9500 Gilman Dr, # 0175A La Jolla CA 92093-0175",US,Library Mail,5.11,2 lbs ,,,2,3
{9455109105156113649834},2025-01-16 0:00:00,ILL Dept,Mesa County Public Library District,443 N 6th St Grand Junction CO 81501-2731,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156113947732},2025-01-17 0:00:00,Hekman Library - ILL,Calvin College,1855 Knollcrest Cir SE Grand Rapids MI 49546-4402,US,Library Mail,5.11,2 lbs ,,,2,3
{LZ245740965US},2025-01-21 0:00:00,DB Weldon Library ILL Dept,Western University,1151 Richmond ST London ON N6A 3K7,CA,First Pkg Int'l,24.69,13.70 oz,,,0.85625,3
{9455109105156114304541},2025-01-21 0:00:00,Library Interlibrary Laon,Westmont College,955 La Paz Rd Santa Barbara CA 93108-1099,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156114599404},2025-01-22 0:00:00,Interlibrary Loan,Dickinson College Library,28 N College St Carlisle PA 17013-2311,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156610523798},2025-01-23 0:00:00,Interlibrary Loan Dept,Chattahoochee Valley Libraries,3000 Macon Rd Columbus GA 31906-2201,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156610512525},2025-01-23 0:00:00,Guest Services/OCLC ILL,Northlake Public Library District,231 N Wolf Rd Northlake IL 60164-1668,US,Library Mail,5.82,3 lbs ,,,3,3
{9455109105156610523927},2025-01-23 0:00:00,Interlibrary Loan Services,Napa County Library,580 Coombs St Napa CA 94559-3396,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156610518046},2025-01-23 0:00:00,ILL Dept,Yarmouth Town Libraries,312 Old Main St South Yarmouth MA 02664-4530,US,Library Mail,5.11,2 lbs ,,,2,3
{9405509105156610945609},2025-01-27 0:00:00,Interlibrary Loan,Fairbanks North Star Borough Library,1215 Cowles St Fairbanks AK 99701-4313,US,Priority Mail,10.21,1 lbs ,,,1,3
{9455109105156611082546},2025-01-27 0:00:00,ILL Dept,Pella Public Library,603 Main St Pella IA 50219-1717,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156611085035},2025-01-27 0:00:00,Interlibrary Loan,Prescott Valley Public Library,7401 E Skoog Blvd Prescott Valley AZ 86314-2228,US,Library Mail,4.4,1 lbs ,,,1,3
{9455109105156115237138},2025-01-27 0:00:00,Interlibrary Loan,Muskogee Public Library,801 W Okmulgee St Muskogee OK 74401-6840,US,Library Mail,4.4,1 lbs ,,,1,3
